      Lon     Lat Rayleigh Uncert m/s
                     8.00    8.00   10.00   10.00   12.00   12.00   14.00   14.00   16.00   16.00   18.00   18.00   20.00   20.00   22.00   22.00   24.00   24.00   28.00   28.00   32.00   32.00   36.00   36.00   40.00   40.00   50.00   50.00   60.00   60.00   70.00   70.00   80.00   80.00  100.00  100.00  125.00  125.00  150.00  150.00
     1.00   -6.00 3177.60   10.00 3234.00   10.00 3286.70   10.00 3341.60   10.00 3397.90   10.00 3456.60   10.00 3511.50   10.00 3567.90   10.00 3621.50   10.00 3720.10   18.10 3791.20   14.20 3851.60   12.90 3897.50   13.00 3947.70   15.60 3972.80   18.00 3991.20   23.60 4026.90   24.30 4074.20   31.90 4170.50   45.10 4285.20   60.40
     2.00   -6.00 3172.50   10.00 3231.40   10.00 3280.60   10.00 3334.50   10.00 3393.50   10.00 3447.40   10.00 3515.10   10.00 3583.40   10.00 3647.50   10.00 3755.50   20.10 3838.80   16.40 3909.10   14.20 3951.90   14.20 4033.70   17.80 4043.30   18.20 4041.40   23.20 4089.10   27.30 4106.10   33.40 4174.10   46.50 4283.80   61.70
     3.00   -6.00 3160.00   10.00 3216.10   10.00 3266.80   10.00 3320.80   10.00 3377.10   10.00 3440.80   10.00 3507.10   10.00 3575.40   10.00 3638.90   10.00 3754.70   18.90 3840.10   10.80 3903.40   11.40 3963.50   11.80 4044.50   15.60 4054.10   17.00 4076.90   26.20 4104.00   27.60 4119.70   35.80 4182.30   47.60 4283.10   62.50
   -10.00   -5.00 3067.90   10.00 3116.00   10.00 3160.40   10.00 3212.00   10.00 3262.30   10.00 3320.00   10.00 3374.30   10.00 3424.60   10.00 3467.70   10.00 3540.20   10.60 3604.00   10.20 3648.40   11.50 3674.60   10.00 3727.00   10.80 3762.30   11.40 3802.80   20.40 3836.30   21.70 3943.60   37.90 4050.40   51.10 4200.20   66.40
    -9.00   -5.00 3030.10   10.00 3108.30   10.00 3167.70   10.00 3214.80   10.00 3251.30   10.00 3293.70   10.00 3341.50   10.00 3395.20   10.00 3450.20   10.00 3543.70   14.10 3612.20   11.90 3663.70   12.50 3706.80   11.40 3767.90   11.20 3805.70   13.00 3839.70   19.90 3899.70   21.80 3978.50   34.90 4050.60   48.50 4196.80   64.30
    -8.00   -5.00 3105.00   10.00 3169.60   10.00 3226.40   10.00 3273.00   10.00 3325.80   10.00 3378.50   10.00 3439.80   10.00 3488.60   10.00 3528.20   10.00 3610.00   13.10 3688.60   10.20 3744.30   12.20 3778.30   12.00 3837.20   13.00 3875.70   15.40 3898.90   19.30 3936.00   21.30 3996.50   33.10 4047.00   46.90 4165.60   62.90
    -7.00   -5.00 3224.90   10.00 3265.20   10.00 3303.80   10.00 3345.80   10.00 3386.20   10.00 3422.80   10.00 3463.90   10.00 3505.50   10.00 3543.40   10.00 3617.80   12.10 3701.00   10.30 3757.30   11.80 3789.00   12.40 3839.00   12.60 3867.40   14.40 3909.90   19.30 3948.60   19.80 4035.50   32.00 4097.70   46.30 4218.50   62.20
    -6.00   -5.00 3219.00   10.00 3260.20   10.00 3296.30   10.00 3331.00   10.00 3378.00   10.00 3425.40   10.00 3471.60   10.00 3519.70   10.00 3562.20   10.00 3654.00   13.30 3723.50   11.50 3771.00   12.00 3824.80   12.60 3889.00   11.40 3924.20   13.20 3942.50   19.40 3961.10   21.20 4026.40   31.40 4122.50   45.80 4268.20   61.90
    -5.00   -5.00 3129.40   10.00 3166.20   10.00 3204.90   10.00 3236.70   10.00 3271.60   10.00 3307.40   10.00 3353.10   10.00 3403.70   10.00 3454.50   10.00 3559.30   23.10 3647.50   18.50 3697.40   16.30 3758.90   18.00 3797.10   16.20 3854.70   17.20 3912.40   20.70 3948.90   23.60 4002.80   31.40 4102.00   45.40 4242.10   62.00
    -4.00   -5.00 3104.90   10.00 3130.40   10.00 3154.70   10.00 3175.90   10.00 3215.10   10.00 3251.70   10.00 3293.40   10.00 3338.00   10.00 3382.50   10.00 3452.30   18.00 3554.70   13.60 3627.20   12.20 3685.20   14.20 3755.70   12.20 3820.30   15.20 3886.80   17.10 3925.10   19.40 4020.60   30.70 4104.40   44.70 4228.00   61.10
    -3.00   -5.00 3046.50   10.00 3097.60   10.00 3136.20   10.00 3168.00   10.00 3193.40   10.00 3222.00   10.00 3260.40   10.00 3304.60   10.00 3348.40   10.00 3454.50   11.10 3538.40   10.00 3607.70   10.00 3672.40   11.00 3743.20   13.40 3803.00   13.80 3855.40   17.60 3879.40   19.80 3948.00   30.60 4059.70   44.20 4201.70   60.60
    -2.00   -5.00 3080.90   10.00 3122.30   10.00 3155.90   10.00 3184.30   10.00 3215.90   10.00 3252.80   10.00 3290.50   10.00 3334.00   10.00 3385.10   10.00 3473.50   15.40 3548.90   11.80 3612.70   11.20 3656.40   12.00 3742.60   12.60 3798.90   15.20 3869.70   18.20 3915.80   18.70 3977.40   30.30 4097.20   43.90 4190.60   60.30
    -1.00   -5.00 3179.40   10.00 3221.80   10.00 3248.70   10.00 3271.00   10.00 3313.30   10.00 3363.10   10.00 3405.10   10.00 3443.80   10.00 3481.60   10.00 3550.90   16.00 3614.00   14.70 3657.60   12.00 3719.30   13.20 3797.70   12.60 3863.10   15.60 3910.60   18.60 3952.80   20.00 4010.00   30.80 4092.00   44.30 4204.90   60.30
     0.00   -5.00 3220.60   10.00 3263.90   10.00 3309.50   10.00 3349.40   10.00 3391.80   10.00 3447.30   10.00 3496.80   10.00 3548.50   10.00 3591.60   10.00 3669.60   21.40 3730.40   14.40 3764.40   15.00 3803.60   14.00 3871.90   13.60 3912.80   14.60 3955.00   18.40 3989.60   22.30 4074.40   31.30 4150.40   44.90 4237.60   60.40
     1.00   -5.00 3166.40   10.00 3219.20   10.00 3262.40   10.00 3311.80   10.00 3371.50   10.00 3429.60   10.00 3489.70   10.00 3554.00   10.00 3613.80   10.00 3721.60   20.90 3808.30   12.70 3868.50   13.60 3922.10   12.80 3986.70   18.00 4032.50   20.20 4035.20   23.70 4070.90   29.80 4079.80   32.10 4181.50   45.00 4277.20   60.80
     2.00   -5.00 3160.70   10.00 3218.10   10.00 3270.50   10.00 3320.20   10.00 3370.90   10.00 3431.50   10.00 3493.50   10.00 3560.60   10.00 3619.10   10.00 3734.60   17.70 3831.60   14.50 3902.40   16.00 3932.80   15.60 4009.70   16.60 4040.70   21.60 4039.60   24.80 4076.60   29.90 4108.70   33.90 4171.40   47.00 4272.10   62.60
     3.00   -5.00 3175.10   10.00 3224.20   10.00 3273.50   10.00 3319.60   10.00 3375.20   10.00 3437.30   10.00 3502.70   10.00 3570.40   10.00 3634.80   10.00 3753.40   17.20 3851.20   11.30 3921.10   12.70 3967.70   11.60 4030.30   14.00 4063.40   15.00 4081.50   23.80 4091.10   27.10 4122.90   36.00 4186.50   48.40 4277.60   63.50
   -10.00   -4.00 3205.60   10.00 3263.00   10.00 3297.40   10.00 3335.00   10.00 3375.30   10.00 3409.50   10.00 3446.40   10.00 3486.10   10.00 3530.80   10.60 3617.30   13.60 3659.50   12.60 3699.80   13.30 3718.80   10.00 3752.70   10.00 3770.30   11.00 3810.60   19.80 3825.30   22.60 3942.60   37.40 4032.00   51.40 4175.90   66.60
    -9.00   -4.00 3253.90   10.00 3304.00   10.00 3337.60   10.00 3373.70   10.00 3410.50   10.00 3454.60   10.00 3495.40   10.00 3533.70   10.00 3572.60   10.00 3643.10   14.00 3679.90   12.40 3714.20   12.80 3756.10   11.00 3778.80   10.60 3816.20   12.20 3841.10   18.80 3881.30   21.20 3950.70   34.10 4076.50   48.50 4190.70   65.20
    -8.00   -4.00 3165.90   10.00 3215.90   10.00 3265.90   10.00 3306.50   10.00 3351.20   10.00 3396.80   10.00 3440.70   10.00 3490.30   10.00 3539.40   10.00 3616.00   11.80 3686.40   12.10 3721.40   11.80 3770.80   10.20 3819.50   12.80 3867.10   13.60 3874.60   19.60 3895.80   22.10 3957.50   33.00 4071.00   46.80 4169.90   63.30
    -7.00   -4.00 3165.30   10.00 3218.50   10.00 3261.40   10.00 3298.00   10.00 3348.40   10.00 3398.20   10.00 3447.60   10.00 3497.30   10.00 3546.50   10.00 3629.40   12.30 3705.00   10.00 3752.10   10.50 3790.50   10.00 3824.50   10.00 3865.90   13.20 3882.30   18.10 3916.90   21.30 3969.90   32.10 4057.40   46.20 4200.10   62.80
    -6.00   -4.00 3245.80   10.00 3286.70   10.00 3328.50   10.00 3362.80   10.00 3400.60   10.00 3446.40   10.00 3491.60   10.00 3533.40   10.00 3572.10   10.00 3685.20   16.00 3727.50   12.00 3780.30   13.10 3830.00   12.20 3901.50   12.80 3915.70   16.60 3935.40   19.20 3966.50   22.30 4044.90   31.50 4131.50   45.80 4218.60   62.30
    -5.00   -4.00 3113.30   10.00 3166.50   10.00 3220.50   10.00 3265.00   10.00 3321.80   10.00 3375.50   10.00 3431.40   10.00 3491.10   10.00 3545.00   10.00 3657.00   15.60 3737.20   16.70 3794.00   15.50 3816.90   14.20 3885.70   13.20 3939.30   14.40 3957.80   19.30 3981.80   20.70 4011.50   31.30 4107.70   45.40 4162.50   62.00
    -4.00   -4.00 3058.80   10.00 3143.90   10.00 3198.30   10.00 3242.50   10.00 3287.80   10.00 3338.30   10.00 3390.20   10.00 3445.00   10.00 3503.60   10.00 3614.10   12.90 3686.30   11.00 3738.80   11.30 3775.60   11.60 3844.10   11.80 3903.40   13.20 3917.30   16.70 3940.90   19.80 3947.80   30.70 4116.90   44.70 4166.40   61.00
    -3.00   -4.00 3137.30   13.00 3187.30   10.20 3207.00   10.00 3248.50   10.00 3283.50   10.00 3316.80   10.00 3344.00   10.00 3372.90   10.00 3407.10   10.00 3470.80   11.90 3539.70   10.20 3589.60   12.30 3647.20   12.60 3738.60   14.00 3769.10   14.60 3837.30   17.80 3879.10   19.00 3974.00   30.40 4118.60   44.30 4197.70   60.80
    -2.00   -4.00 3106.10   10.00 3151.10   10.00 3189.80   10.00 3218.30   10.00 3248.60   10.00 3284.40   10.00 3323.50   10.00 3365.10   10.00 3407.70   10.00 3482.50   12.90 3542.00   12.90 3586.30   11.10 3626.50   13.40 3713.70   11.00 3785.20   13.60 3828.70   16.90 3878.40   18.00 3989.00   30.10 4090.10   44.20 4203.80   60.70
    -1.00   -4.00 3205.10   10.00 3233.60   10.00 3265.20   10.00 3293.80   10.00 3322.60   10.00 3359.10   10.00 3395.50   10.00 3429.90   10.00 3463.70   10.00 3544.80   18.10 3603.90   14.60 3664.10   11.40 3708.60   12.80 3783.30   11.60 3837.10   15.00 3897.00   16.50 3921.30   18.70 4014.20   30.50 4120.90   44.00 4229.60   59.90
     0.00   -4.00 3165.10   10.00 3215.20   10.00 3263.70   10.00 3313.90   10.00 3363.00   10.00 3411.60   10.00 3466.80   10.00 3515.90   10.00 3560.00   10.00 3635.70   22.30 3718.50   13.60 3758.20   14.80 3810.90   16.80 3863.20   13.60 3901.80   15.40 3940.00   19.80 3985.90   22.10 4037.00   31.20 4158.80   44.70 4282.10   60.30
     1.00   -4.00 3129.70   10.00 3194.50   10.00 3249.10   10.00 3306.10   10.00 3363.60   10.00 3426.20   10.00 3485.90   10.00 3545.70   10.00 3606.00   10.00 3723.20   18.80 3815.50   13.70 3861.30   15.40 3915.30   12.60 3970.10   17.00 4018.90   18.80 4016.30   23.60 4047.00   28.00 4045.00   31.70 4144.60   45.50 4277.20   60.90
     2.00   -4.00 3127.00   10.00 3192.70   10.00 3247.70   10.00 3299.50   10.00 3360.60   10.00 3425.60   10.00 3493.90   10.00 3554.10   10.00 3610.70   10.00 3727.50   19.00 3819.60   14.50 3889.50   14.00 3938.50   10.80 4019.60   15.60 4046.80   16.00 4051.90   21.40 4087.40   25.70 4089.10   33.40 4189.30   46.90 4284.30   62.00
     3.00   -4.00 3083.70   10.00 3159.80   10.00 3221.70   10.00 3282.70   10.00 3342.70   10.00 3404.20   10.00 3473.10   10.00 3544.10   10.00 3609.20   10.00 3729.20   20.90 3824.90   11.90 3892.30   13.80 3946.30   11.40 3996.80   15.20 4029.90   18.00 4044.10   24.30 4067.90   28.30 4081.70   36.00 4185.40   48.80 4304.40   63.60
   -10.00   -3.00 3206.90   10.00 3225.20   10.00 3258.40   10.00 3296.00   10.00 3351.60   10.00 3402.40   10.00 3464.20   10.00 3523.00   10.00 3581.70   10.00 3649.80   13.70 3703.30   12.70 3732.00   12.30 3750.10   10.00 3782.40   10.80 3802.90   10.60 3836.70   20.40 3871.40   23.00 3961.90   37.40 4023.70   51.20 4172.50   67.00
    -9.00   -3.00 3203.50   10.00 3218.80   10.00 3238.40   10.00 3270.80   10.00 3301.80   10.00 3352.20   10.00 3401.00   10.00 3451.90   10.00 3491.40   10.00 3578.50   15.30 3629.30   11.20 3671.90   11.50 3693.70   10.00 3739.20   11.00 3761.40   12.40 3806.00   18.80 3843.20   21.70 3938.90   34.10 4019.80   48.40 4194.40   65.20
    -8.00   -3.00 3180.20   10.00 3221.80   10.00 3253.70   10.00 3292.40   10.00 3326.80   10.00 3368.50   10.00 3412.40   10.00 3453.80   10.00 3492.20   10.00 3575.50   12.00 3638.70   11.10 3678.60   10.90 3718.70   10.00 3771.50   10.20 3787.00   14.00 3810.20   17.90 3865.20   21.10 3963.50   32.60 4047.10   46.90 4184.70   63.90
    -7.00   -3.00 3174.90   10.00 3233.20   10.00 3277.50   10.00 3315.40   10.00 3358.90   10.00 3411.60   10.00 3465.90   10.00 3519.60   10.00 3567.10   10.00 3651.50   11.40 3702.40   12.20 3738.90   11.00 3793.70   11.80 3810.80   11.00 3847.50   14.80 3850.80   19.20 3878.40   21.70 3952.30   31.60 4057.10   46.40 4200.90   62.70
    -6.00   -3.00 3219.60   10.00 3268.40   10.00 3308.10   10.00 3348.00   10.00 3387.20   10.00 3431.10   10.00 3476.00   10.00 3522.80   10.00 3574.40   10.00 3645.40   14.60 3719.50   14.70 3774.80   15.00 3813.90   13.80 3853.50   14.60 3881.00   16.40 3894.60   20.40 3936.10   22.30 3980.00   31.10 4084.70   45.60 4198.00   62.30
    -5.00   -3.00 3144.80   10.00 3193.10   10.00 3242.00   10.00 3290.20   10.00 3340.30   10.00 3400.80   10.00 3453.80   10.00 3508.60   10.00 3561.90   10.00 3653.00   25.00 3694.30   17.70 3746.50   17.40 3783.20   14.80 3860.50   17.00 3896.70   20.20 3902.60   20.20 3924.90   23.70 3954.80   30.50 4060.60   45.20 4162.60   62.10
    -4.00   -3.00 3047.50   10.60 3134.60   10.00 3188.80   10.00 3234.50   10.00 3286.50   10.00 3339.60   10.00 3389.40   10.00 3432.20   10.00 3471.70   10.00 3551.10   15.30 3622.30   13.60 3664.90   13.60 3718.30   13.60 3799.40   13.40 3836.00   14.60 3881.10   19.70 3911.80   20.90 3997.90   30.20 4088.60   44.80 4230.80   61.40
    -3.00   -3.00 2982.30   13.40 3043.20   10.00 3095.70   10.00 3144.90   10.00 3196.90   10.00 3249.10   10.00 3302.80   10.00 3354.70   10.00 3404.50   10.00 3488.40   12.80 3540.30   13.20 3591.30   11.00 3626.90   10.00 3684.10   11.60 3757.50   12.20 3812.70   17.00 3851.00   19.70 3982.80   30.10 4099.80   44.30 4246.70   60.90
    -2.00   -3.00 3191.90   10.00 3247.30   10.00 3291.70   10.00 3328.40   10.00 3359.60   10.00 3391.60   10.00 3429.10   10.00 3467.10   10.00 3500.90   10.00 3566.50   13.70 3625.80   11.60 3664.40   12.20 3705.90   11.20 3777.30   11.60 3811.60   12.20 3867.20   17.60 3903.00   18.60 3987.80   29.80 4088.50   44.10 4205.90   60.90
    -1.00   -3.00 3227.10   10.00 3277.20   10.00 3312.90   10.00 3347.60   10.00 3383.80   10.00 3419.10   10.00 3465.50   10.00 3511.10   10.00 3553.00   10.00 3626.70   12.30 3673.40   12.70 3721.20   12.50 3770.40   11.80 3831.30   12.80 3869.90   15.80 3907.40   16.80 3953.20   18.90 4024.70   30.00 4135.60   43.90 4234.50   60.30
     0.00   -3.00 3151.30   10.00 3214.20   10.00 3266.20   10.00 3317.10   10.00 3372.20   10.00 3423.60   10.00 3477.40   10.00 3535.40   10.00 3592.20   10.00 3674.70   13.30 3745.00   14.90 3792.80   15.00 3836.70   13.20 3914.20   17.60 3950.00   17.00 3970.70   20.60 4009.50   24.50 4046.80   30.70 4154.90   44.60 4257.10   60.50
     1.00   -3.00 3119.40   10.00 3186.50   10.00 3243.00   10.00 3290.30   10.00 3343.10   10.00 3399.60   10.00 3457.40   10.00 3514.90   10.00 3579.40   10.00 3682.40   15.80 3761.60   14.50 3825.50   15.80 3880.30   13.80 3936.30   15.20 3979.60   17.60 3995.60   23.00 4032.00   27.00 4094.70   31.40 4192.40   45.30 4267.30   61.30
     2.00   -3.00 3140.50   10.00 3201.70   10.00 3249.20   10.00 3302.00   10.00 3351.90   10.00 3403.30   10.00 3458.50   10.00 3513.20   10.00 3570.80   10.00 3675.50   20.00 3762.10   13.50 3831.00   15.20 3881.00   13.20 3928.00   16.00 3962.10   21.00 3994.30   21.60 4022.10   23.70 4083.50   33.10 4209.40   46.80 4287.60   61.90
     3.00   -3.00 3023.30   13.60 3146.00   10.00 3210.30   10.00 3265.10   10.00 3325.70   10.00 3383.80   10.00 3446.90   10.00 3507.10   10.00 3565.70   10.00 3670.80   19.10 3743.70   15.30 3800.00   14.40 3867.80   15.20 3942.40   15.80 3983.20   20.60 4002.50   26.80 4032.20   31.70 4071.60   35.70 4192.60   49.20 4282.40   64.50
   -10.00   -2.00 3162.50   10.00 3216.40   10.00 3280.20   10.00 3351.50   10.00 3425.50   10.00 3494.40   10.00 3558.40   10.00 3610.10   10.00 3653.00   10.00 3721.20   10.20 3754.10   10.00 3779.90   10.10 3805.80   10.00 3824.50   10.00 3836.40   10.00 3877.70   19.40 3901.30   22.30 3992.40   37.80 4049.00   51.50 4170.40   66.50
    -9.00   -2.00 3194.50   10.00 3219.10   10.00 3247.50   10.00 3283.20   11.80 3343.40   11.40 3409.30   10.00 3479.80   10.00 3543.10   10.00 3596.20   10.00 3667.30   12.40 3714.60   11.00 3745.40   11.20 3761.90   10.00 3780.40   10.00 3787.40   11.20 3827.00   18.30 3850.60   20.70 3934.20   33.90 4039.10   49.00 4146.70   65.60
    -8.00   -2.00 3206.20   10.00 3241.50   10.00 3263.00   10.00 3285.70   10.00 3328.30   10.00 3386.70   10.00 3443.60   10.00 3497.40   10.00 3551.00   10.00 3638.70   13.90 3682.90   10.80 3722.30   12.70 3734.40   10.00 3763.60   10.00 3790.80   12.00 3802.50   19.00 3838.80   21.20 3915.00   32.80 4030.70   47.50 4142.20   63.80
    -7.00   -2.00 3203.20   10.00 3242.00   10.00 3286.40   10.00 3332.50   10.00 3377.40   10.00 3416.60   10.00 3460.10   10.00 3515.60   10.00 3561.20   11.80 3649.20   15.50 3700.60   12.40 3732.50   11.70 3746.30   12.20 3783.50   13.00 3813.40   15.00 3831.00   19.20 3858.50   21.10 3915.50   31.80 4033.80   47.00 4173.40   63.20
    -6.00   -2.00 3187.30   10.00 3231.30   10.00 3279.50   10.00 3327.50   10.00 3374.20   10.00 3417.80   10.00 3460.00   10.00 3504.80   10.00 3542.20   10.00 3624.50   14.80 3682.90   13.40 3708.30   14.30 3726.00   15.00 3781.10   13.60 3799.10   15.20 3831.00   20.60 3870.40   20.70 3954.20   31.30 4060.10   45.90 4196.90   62.40
    -5.00   -2.00 3129.70   10.00 3176.70   10.00 3204.20   10.00 3234.60   10.00 3276.10   10.00 3320.40   10.00 3364.20   10.00 3414.00   10.00 3456.40   10.00 3567.50   19.10 3628.60   14.50 3669.00   15.10 3676.60   11.60 3710.80   13.00 3773.70   14.20 3815.00   19.50 3840.70   21.90 3968.40   30.80 4115.70   45.80 4212.80   62.50
    -4.00   -2.00 3079.70   11.00 3123.00   10.00 3159.10   10.00 3207.90   10.00 3257.00   10.00 3305.50   10.00 3368.50   10.00 3422.90   10.00 3475.20   10.00 3551.60   12.90 3609.20   14.20 3648.90   12.70 3682.20   11.00 3735.80   11.20 3776.10   13.40 3818.10   18.30 3860.70   22.10 3958.20   30.90 4133.80   44.80 4203.10   60.90
    -3.00   -2.00 3046.30   16.80 3092.70   10.60 3152.50   10.00 3212.40   10.00 3270.20   10.00 3330.40   10.00 3384.00   10.00 3441.10   10.00 3491.80   10.00 3569.80   14.40 3627.40   14.30 3671.20   13.20 3724.00   12.00 3767.80   12.00 3796.40   13.80 3856.90   16.30 3903.00   20.50 3981.40   30.30 4092.70   44.20 4196.60   60.90
    -2.00   -2.00 3254.90   10.00 3294.40   10.00 3316.10   10.00 3342.40   10.00 3371.90   10.00 3413.90   10.00 3454.10   10.00 3490.60   10.00 3523.10   10.00 3590.90   12.90 3644.60   12.50 3681.90   11.60 3720.00   10.00 3788.30   12.20 3817.00   13.20 3870.60   15.50 3914.90   18.40 4027.00   30.00 4133.50   44.20 4226.90   60.70
    -1.00   -2.00 3196.10   10.00 3241.40   10.00 3280.60   10.00 3322.50   10.00 3369.60   10.00 3418.00   10.00 3470.90   10.00 3526.10   10.00 3579.60   10.00 3674.20   10.90 3730.90   13.30 3769.30   14.20 3818.30   12.40 3868.70   14.60 3929.10   14.40 3946.50   17.70 3983.60   20.40 3997.30   30.20 4121.70   44.40 4251.60   60.90
     0.00   -2.00 3135.20   10.00 3190.60   10.00 3242.70   10.00 3301.10   10.00 3356.80   10.00 3412.40   10.00 3470.50   10.00 3531.60   10.00 3587.30   10.00 3677.00   15.40 3755.30   13.10 3811.00   14.90 3857.10   11.20 3938.60   13.40 3967.50   15.60 3972.80   19.20 4013.00   20.00 4053.50   30.50 4138.70   44.70 4260.80   60.50
     1.00   -2.00 3120.10   10.00 3191.90   10.00 3243.70   10.00 3292.30   10.00 3349.60   10.00 3415.10   10.00 3486.70   10.00 3555.40   10.00 3622.10   10.00 3745.40   19.50 3820.30   18.30 3877.30   20.10 3919.50   16.40 3991.50   20.00 4028.70   19.40 4024.90   23.00 4049.50   33.60 4034.00   31.20 4164.00   45.20 4289.80   60.50
     2.00   -2.00 3118.60   10.00 3177.40   10.00 3228.00   10.00 3285.80   10.00 3335.50   10.00 3393.20   10.00 3454.20   10.00 3514.30   10.00 3577.80   10.00 3707.30   15.30 3806.20   13.70 3879.40   14.50 3920.10   15.00 3986.80   16.20 4044.80   19.80 4047.50   21.90 4062.20   24.30 4089.60   32.60 4147.20   46.50 4255.60   62.00
     3.00   -2.00 3204.90   10.20 3251.20   10.00 3291.90   10.00 3333.30   10.00 3383.80   10.00 3437.40   10.00 3492.20   10.00 3548.20   10.00 3605.60   10.00 3734.90   21.00 3799.40   13.20 3884.70   13.10 3941.40   13.20 3995.00   17.60 4002.40   18.80 4022.40   22.40 4047.00   25.90 4084.30   35.40 4173.00   49.20 4263.50   64.20
   -10.00   -1.00 3160.50   10.00 3223.10   10.00 3298.40   10.00 3385.00   10.00 3473.70   10.00 3563.40   10.00 3639.40   10.00 3686.60   10.00 3717.40   10.00 3797.00   13.00 3821.30   10.70 3831.60   11.10 3861.10   10.20 3875.20   10.80 3901.00   12.20 3947.00   21.50 3955.60   23.40 4004.40   38.70 4056.60   52.10 4176.40   67.50
    -9.00   -1.00 3166.10   10.00 3228.40   10.00 3303.20   10.00 3389.50   10.00 3476.00   10.00 3557.00   10.00 3624.40   10.00 3680.30   10.00 3718.60   10.00 3777.60   11.90 3802.60   11.90 3822.40   13.10 3852.90   11.00 3865.50   11.00 3883.30   12.80 3895.80   20.40 3918.30   24.30 3990.20   35.20 4064.30   49.50 4149.20   66.20
    -8.00   -1.00 3171.60   10.00 3232.60   10.00 3296.70   10.00 3377.20   10.00 3451.30   10.00 3518.80   10.00 3581.20   10.00 3635.30   10.00 3675.20   10.00 3742.80   13.80 3788.50   12.40 3792.50   11.70 3801.90   11.80 3828.20   10.60 3840.00   11.80 3874.40   20.70 3891.30   22.40 3966.60   33.40 4065.20   48.90 4150.80   65.00
    -7.00   -1.00 3181.10   11.60 3208.00   10.00 3253.80   10.00 3303.70   10.00 3366.20   10.00 3433.80   10.00 3507.00   10.00 3562.40   10.00 3607.20   10.00 3681.00   15.40 3717.40   13.40 3744.10   13.30 3759.30   11.80 3797.10   11.20 3832.90   14.60 3843.20   19.80 3869.10   22.50 3950.80   32.80 4061.60   47.70 4181.40   63.90
    -6.00   -1.00 3112.30   10.00 3160.90   10.00 3207.20   10.00 3255.10   10.00 3310.40   10.00 3368.30   10.00 3427.70   10.00 3486.00   10.00 3541.30   10.00 3622.50   17.60 3662.90   12.40 3700.80   12.80 3717.60   14.60 3766.80   11.40 3812.90   17.20 3835.50   19.30 3854.30   22.90 3940.50   32.50 4074.40   46.80 4219.50   63.30
    -5.00   -1.00 3056.50   10.00 3101.50   10.00 3139.90   10.00 3188.30   10.00 3246.40   10.00 3311.20   10.00 3373.80   10.00 3440.30   10.00 3496.70   10.00 3582.60   15.20 3645.80   16.00 3674.50   13.20 3697.20   15.00 3753.90   12.40 3782.50   13.80 3823.20   18.70 3852.50   22.60 3937.90   31.60 4077.90   46.20 4190.60   62.70
    -4.00   -1.00 3040.70   10.00 3096.10   10.00 3145.80   10.00 3191.90   10.00 3248.60   10.00 3320.00   10.00 3390.50   10.00 3455.60   10.00 3509.20   10.00 3595.60   15.00 3658.90   13.00 3692.50   11.80 3725.20   10.40 3765.50   10.00 3806.60   11.80 3848.30   17.90 3871.40   18.20 3955.10   31.20 4065.90   45.20 4170.60   62.10
    -3.00   -1.00 3096.00   10.00 3145.90   10.00 3192.50   10.00 3249.30   10.00 3307.60   10.00 3365.00   10.00 3423.20   10.00 3477.20   10.00 3528.80   10.00 3604.20   13.90 3652.50   11.90 3693.20   10.80 3735.20   10.20 3761.60   10.60 3805.60   11.80 3867.20   17.00 3907.70   17.70 4012.80   30.90 4107.10   45.20 4195.50   61.80
    -2.00   -1.00 3197.20   10.00 3234.20   10.00 3265.30   10.00 3296.70   10.00 3333.20   10.00 3373.50   10.00 3414.90   10.00 3461.90   10.00 3509.30   10.00 3596.90   13.60 3645.80   11.90 3682.30   11.00 3714.50   10.40 3763.70   10.80 3812.50   12.00 3876.50   15.80 3916.50   17.60 4032.90   30.40 4128.80   44.70 4240.00   61.50
    -1.00   -1.00 3235.80   10.00 3273.40   10.00 3305.70   10.00 3345.10   10.00 3386.00   10.00 3426.40   10.00 3469.80   10.00 3515.50   10.00 3559.30   10.00 3651.80   14.40 3711.30   12.80 3762.50   13.90 3807.70   12.40 3888.00   13.80 3918.80   14.00 3935.20   18.00 3974.50   20.50 4030.60   30.40 4117.50   44.90 4225.00   61.70
     0.00   -1.00 3127.40   10.00 3205.10   10.00 3261.20   10.00 3315.10   10.00 3367.80   10.00 3425.60   10.00 3480.70   10.00 3539.00   10.00 3592.30   10.00 3687.70   18.50 3782.40   14.30 3851.50   17.90 3887.50   11.80 3958.90   16.80 4004.30   20.20 3987.90   20.70 4026.50   23.10 4075.30   30.80 4157.00   45.10 4256.50   61.40
     1.00   -1.00 3137.50   10.00 3213.30   10.00 3273.90   10.00 3329.10   10.00 3380.60   10.00 3434.70   10.00 3489.70   10.00 3548.80   10.00 3606.60   10.00 3731.80   33.70 3815.00   23.00 3870.80   23.20 3947.70   17.00 3995.30   24.80 4028.00   23.00 4050.00   25.00 4074.80   25.50 4091.50   31.50 4201.70   45.60 4287.70   61.20
     2.00   -1.00 3185.20   10.00 3244.80   10.00 3293.70   10.00 3344.50   10.00 3394.00   10.00 3438.10   10.00 3493.20   10.00 3545.90   10.00 3604.20   10.00 3731.70   21.50 3819.60   16.20 3886.60   16.00 3965.20   13.80 4029.90   18.00 4053.40   19.80 4070.60   23.60 4094.00   27.60 4130.30   32.60 4242.40   47.30 4251.90   63.00
