      Lon      Lat      RHP     Tbuf  Tinterm  Tbottom Csubmoho  Al_0  Fe_0  Mg_0  Ca_0      LAB  Al_1  Fe_1  Mg_1  Ca_1
      deg      deg    nW/m3     degC     degC     degC        1    wt%    wt%    wt%    wt%    wt%       km    wt%    wt%    wt%    wt%    wt%
141.5 -18	0.20	1298.42	1423.01	1478.06	0.9741	2.75	8.63	42.02	2.43	167.55	4.15	8.32	37.73	3.36
142 -18	0.20	1299.03	1421.41	1478.15	0.9671	2.72	8.6	42.05	2.41	162.06	4.16	8.32	37.75	3.38
142.5 -18	0.20	1298.61	1420.64	1478.61	0.9746	2.71	8.6	41.99	2.41	155.61	4.14	8.34	37.76	3.37
143 -18	0.20	1298.11	1420.12	1477.32	0.9685	2.71	8.64	42.02	2.46	149.8	4.17	8.34	37.76	3.34
127.5 -18.5	0.20	1304.98	1437.34	1484.15	0.983	2.72	8.24	41.9	2.26	201.68	4.08	8.32	37.53	3.38
128 -18.5	0.20	1304.29	1436.87	1484.12	0.9846	2.73	8.22	41.91	2.26	201.69	4.1	8.34	37.52	3.37
128.5 -18.5	0.20	1303.28	1436.47	1483.11	0.984	2.71	8.15	41.94	2.26	201.82	4.05	8.3	37.48	3.34
129 -18.5	0.20	1303.61	1434.96	1483.17	0.9859	2.73	8.1	41.98	2.28	201.76	4.04	8.33	37.46	3.34
129.5 -18.5	0.20	1303.77	1434.78	1481.98	0.9749	2.66	7.99	41.97	2.24	201.12	3.99	8.23	37.45	3.34
130 -18.5	0.20	1304.46	1434.45	1482.57	0.9707	2.65	7.88	42.04	2.23	201.06	4.01	8.21	37.46	3.36
130.5 -18.5	0.20	1304.1	1434.01	1482.18	0.9874	2.67	7.87	42.05	2.22	201.33	4.11	8.33	37.39	3.35
131 -18.5	0.20	1303.28	1433.78	1481.56	0.979	2.66	7.81	42.07	2.19	201.99	4.14	8.36	37.39	3.35
131.5 -18.5	0.20	1302.02	1433.19	1481.67	0.981	2.68	7.78	42.09	2.22	203.54	4.16	8.39	37.33	3.34
132 -18.5	0.20	1302.45	1430.47	1479.89	0.9784	2.71	7.8	42.12	2.27	205.61	4.21	8.42	37.34	3.36
132.5 -18.5	0.20	1302.71	1430.6	1479.52	0.9648	2.72	7.82	42.19	2.29	207.32	4.21	8.39	37.37	3.36
133 -18.5	0.20	1301.52	1429.46	1478.53	0.9658	2.76	7.88	42.23	2.29	209.13	4.22	8.39	37.34	3.33
133.5 -18.5	0.20	1300.83	1426.86	1478.54	0.9717	2.8	7.99	42.2	2.35	210.56	4.22	8.36	37.33	3.36
134 -18.5	0.20	1298.9	1426.03	1476.7	0.9752	2.8	8.12	42.19	2.39	211.23	4.21	8.34	37.3	3.31
134.5 -18.5	0.20	1299.3	1424.84	1476.8	0.9886	2.8	8.23	42.22	2.41	211.22	4.19	8.3	37.33	3.3
135 -18.5	0.20	1300.64	1425.34	1476.6	0.9738	2.86	8.4	42.16	2.43	211.84	4.21	8.36	37.31	3.29
135.5 -18.5	0.20	1301.36	1423.97	1476.25	0.9742	2.84	8.45	42.17	2.44	210.04	4.2	8.33	37.33	3.32
136 -18.5	0.20	1299.66	1423.59	1476.58	0.966	2.81	8.47	42.13	2.44	208.19	4.18	8.27	37.41	3.31
136.5 -18.5	0.20	1299.32	1424.29	1476.35	0.9696	2.84	8.52	42.11	2.44	205.85	4.18	8.31	37.38	3.31
137 -18.5	0.20	1298.18	1423.08	1474.84	0.9585	2.87	8.61	42.07	2.5	203.26	4.2	8.34	37.37	3.3
137.5 -18.5	0.20	1297.71	1422.35	1476.04	0.9685	2.89	8.63	42.1	2.48	200.68	4.2	8.32	37.37	3.34
138 -18.5	0.20	1297.62	1422.43	1477.63	0.9588	2.85	8.57	42.09	2.47	197.75	4.14	8.25	37.48	3.39
138.5 -18.5	0.20	1298.47	1423.62	1476.72	0.9617	2.86	8.68	42.1	2.55	194.29	4.19	8.3	37.55	3.38
139 -18.5	0.20	1299.12	1425.14	1477.85	0.9745	2.91	8.75	42.09	2.53	191.53	4.24	8.37	37.57	3.32
139.5 -18.5	0.20	1297.32	1423	1478.46	0.9709	2.79	8.53	42.21	2.46	186.86	3.96	8.09	37.69	3.28
140 -18.5	0.20	1298.18	1424.74	1479.1	0.9666	2.84	8.62	42.17	2.46	183.72	4.12	8.25	37.67	3.35
140.5 -18.5	0.20	1298.84	1424.94	1480.64	0.9882	2.76	8.6	42.11	2.46	178.55	4.03	8.17	37.73	3.32
141 -18.5	0.20	1297.82	1425.31	1480.47	0.98	2.77	8.64	42.08	2.43	173.67	4.1	8.28	37.71	3.33
141.5 -18.5	0.20	1298.97	1424.71	1480.91	0.9687	2.77	8.68	42.06	2.48	169.03	4.17	8.41	37.7	3.35
142 -18.5	0.20	1298.39	1423.23	1480.56	0.9684	2.77	8.65	42.03	2.46	163.53	4.19	8.4	37.75	3.38
142.5 -18.5	0.20	1299.27	1421.61	1480.1	0.9603	2.73	8.62	41.99	2.43	156.67	4.13	8.35	37.76	3.39
143 -18.5	0.20	1297.52	1420.88	1479.43	0.9788	2.72	8.64	42.04	2.47	150.46	4.19	8.38	37.75	3.39
127.5 -19	0.20	1304.48	1437.92	1484.62	0.973	2.69	8.17	41.94	2.25	202.15	4.08	8.35	37.57	3.38
128 -19	0.20	1304.86	1437.5	1484.1	0.9779	2.71	8.17	41.96	2.25	202.13	4.08	8.34	37.51	3.37
128.5 -19	0.20	1304.86	1437.88	1483.32	0.9762	2.7	8.07	41.94	2.23	202.33	4.01	8.31	37.51	3.31
129 -19	0.20	1303.82	1437.17	1482.42	0.9671	2.69	8	41.96	2.25	202.39	3.99	8.26	37.49	3.33
129.5 -19	0.20	1304.3	1435.73	1482.69	0.9756	2.7	7.93	42.03	2.25	202.05	4.05	8.3	37.46	3.33
130 -19	0.20	1304.64	1434.28	1480.99	0.9857	2.62	7.77	42.04	2.21	201.83	4	8.25	37.48	3.34
130.5 -19	0.20	1305.03	1433.6	1481.09	0.9797	2.64	7.73	42.1	2.15	202.7	4.11	8.33	37.4	3.35
131 -19	0.20	1304.43	1434.63	1480.43	0.9776	2.64	7.66	42.11	2.12	203.65	4.18	8.39	37.37	3.37
131.5 -19	0.20	1303.17	1432.9	1479.37	0.9713	2.65	7.63	42.16	2.13	205.3	4.18	8.41	37.37	3.35
132 -19	0.20	1303.23	1431.8	1480.36	0.9683	2.67	7.66	42.21	2.16	207.07	4.19	8.39	37.37	3.39
132.5 -19	0.20	1302.79	1429.71	1478.7	0.981	2.68	7.67	42.2	2.22	209.82	4.21	8.36	37.4	3.39
133 -19	0.20	1301.09	1428.97	1477.72	0.9661	2.75	7.74	42.27	2.26	211.9	4.21	8.35	37.44	3.38
133.5 -19	0.20	1300.05	1426.81	1477.61	0.97	2.77	7.8	42.25	2.31	213.33	4.17	8.34	37.44	3.34
134 -19	0.20	1299.39	1425.7	1478.2	0.972	2.86	7.97	42.31	2.4	213.64	4.2	8.39	37.44	3.32
134.5 -19	0.20	1298.58	1424.52	1476.97	0.9847	2.87	8.1	42.28	2.46	214.59	4.19	8.32	37.36	3.32
135 -19	0.20	1300.58	1423.15	1476.72	0.9718	2.83	8.21	42.25	2.41	213.55	4.19	8.28	37.37	3.33
135.5 -19	0.20	1300.57	1423.84	1477.81	0.9909	2.85	8.41	42.15	2.45	212.24	4.23	8.34	37.37	3.34
136 -19	0.20	1300.44	1424.07	1477.4	0.9706	2.85	8.45	42.09	2.45	210.23	4.24	8.35	37.35	3.33
136.5 -19	0.20	1299.67	1423.1	1475.06	0.9587	2.83	8.51	42.09	2.44	207.79	4.2	8.31	37.39	3.33
137 -19	0.20	1299.06	1422.26	1475.1	0.9783	2.83	8.51	42.1	2.44	205.08	4.18	8.27	37.43	3.34
137.5 -19	0.20	1299.18	1421.82	1476.17	0.9607	2.84	8.58	42.1	2.49	201.98	4.17	8.3	37.47	3.34
138 -19	0.20	1298.01	1423.27	1477.12	0.9571	2.83	8.51	42.12	2.46	199.77	4.11	8.21	37.53	3.32
138.5 -19	0.20	1299.09	1425.14	1479	0.964	2.84	8.61	42.12	2.52	196.86	4.19	8.29	37.57	3.35
139 -19	0.20	1298.1	1424.39	1478.92	0.9901	2.83	8.67	42.17	2.56	193.22	4.17	8.29	37.66	3.35
139.5 -19	0.20	1297.36	1424.48	1479.36	0.9682	2.83	8.62	42.2	2.51	190.51	4.08	8.21	37.66	3.33
140 -19	0.20	1296.84	1425.7	1480.1	0.9932	2.86	8.66	42.16	2.48	185.92	4.15	8.26	37.63	3.31
140.5 -19	0.20	1297.89	1425.62	1480.7	0.9732	2.78	8.61	42.14	2.48	180.22	4.06	8.21	37.72	3.34
141 -19	0.20	1298.39	1425.8	1481.32	0.9785	2.77	8.63	42.11	2.49	174.83	4.08	8.31	37.75	3.34
141.5 -19	0.20	1298.35	1426.02	1482.75	0.977	2.77	8.61	42.04	2.48	169.91	4.1	8.34	37.75	3.35
142 -19	0.20	1298.65	1424.68	1482.83	0.9818	2.73	8.61	42.03	2.46	164.8	4.1	8.32	37.8	3.38
142.5 -19	0.20	1298.93	1424.11	1482.38	0.9868	2.72	8.61	41.98	2.43	159.06	4.08	8.32	37.79	3.37
143 -19	0.20	1298.05	1423.32	1481.54	0.9835	2.72	8.61	42	2.45	153.8	4.16	8.38	37.77	3.39
127.5 -19.5	0.20	1304.87	1439.13	1483.89	0.9739	2.69	8.17	41.97	2.28	202.14	4.09	8.37	37.58	3.38
128 -19.5	0.20	1304.77	1438.7	1484.21	0.9796	2.68	8.09	41.99	2.25	202.38	4.04	8.33	37.58	3.35
128.5 -19.5	0.20	1304.47	1438.5	1483.15	0.9709	2.62	7.99	41.97	2.24	201.83	4	8.24	37.52	3.34
129 -19.5	0.20	1306.09	1438.51	1483.45	0.9814	2.64	7.92	41.99	2.25	202.13	3.98	8.26	37.54	3.31
129.5 -19.5	0.20	1304.65	1437.05	1482.46	0.9676	2.68	7.91	42.07	2.26	202.26	4.09	8.36	37.47	3.35
130 -19.5	0.20	1304.96	1434.52	1481.95	0.9696	2.57	7.7	42.11	2.16	202.43	4.02	8.28	37.49	3.33
130.5 -19.5	0.20	1305.19	1434.39	1480.09	0.9675	2.59	7.6	42.1	2.11	203.42	4.08	8.36	37.4	3.35
131 -19.5	0.20	1303.97	1433.29	1479.44	0.9846	2.73	7.66	42.15	2.12	205.05	4.23	8.5	37.4	3.33
131.5 -19.5	0.20	1305.21	1433.65	1480.12	0.9606	2.56	7.48	42.25	2.03	205.99	4.08	8.37	37.39	3.32
132 -19.5	0.20	1304.89	1431.04	1479.2	0.9747	2.56	7.46	42.18	2.08	208.19	4.13	8.34	37.41	3.37
132.5 -19.5	0.20	1303.88	1430.21	1478.65	0.9697	2.67	7.59	42.22	2.18	211.16	4.18	8.42	37.45	3.41
133 -19.5	0.20	1301.81	1428.98	1478.08	0.9701	2.7	7.61	42.28	2.23	213.85	4.16	8.37	37.47	3.36
133.5 -19.5	0.20	1300.33	1427.75	1477.56	0.9803	2.77	7.71	42.35	2.3	215.82	4.17	8.39	37.52	3.34
134 -19.5	0.20	1298.91	1425.9	1476.98	0.9753	2.82	7.77	42.34	2.37	216.68	4.13	8.3	37.48	3.34
134.5 -19.5	0.20	1300.56	1425.1	1478.43	0.9691	2.85	7.91	42.36	2.4	216.31	4.16	8.29	37.45	3.35
135 -19.5	0.20	1301.2	1424.57	1477.47	0.9706	2.86	8.09	42.24	2.45	216.05	4.18	8.27	37.4	3.37
135.5 -19.5	0.20	1300.07	1423.22	1476.42	0.9812	2.85	8.23	42.15	2.43	213.97	4.2	8.32	37.4	3.39
136 -19.5	0.20	1300.79	1422.61	1476.56	0.9686	2.81	8.31	42.11	2.45	211.14	4.19	8.34	37.42	3.33
136.5 -19.5	0.20	1299.56	1422.11	1476.77	0.9792	2.8	8.39	42.08	2.44	208.23	4.21	8.31	37.41	3.31
137 -19.5	0.20	1299.44	1421.44	1475.51	0.9593	2.8	8.41	42.08	2.45	205.19	4.19	8.25	37.44	3.31
137.5 -19.5	0.20	1298.96	1421.94	1474.9	0.9601	2.83	8.44	42.11	2.46	203.09	4.16	8.2	37.44	3.3
138 -19.5	0.20	1299.33	1423.5	1476.95	0.9586	2.83	8.57	42.08	2.52	200.84	4.19	8.28	37.54	3.31
138.5 -19.5	0.20	1299.78	1424.26	1479.45	0.9625	2.8	8.51	42.15	2.52	197.78	4.15	8.24	37.6	3.32
139 -19.5	0.20	1299.07	1425.03	1482.1	0.975	2.83	8.56	42.24	2.49	195.18	4.12	8.23	37.64	3.35
139.5 -19.5	0.20	1297.74	1427.34	1479.66	0.9745	2.84	8.57	42.27	2.48	192.24	4.03	8.19	37.64	3.27
140 -19.5	0.20	1297.75	1425.48	1481.29	0.9815	2.81	8.58	42.23	2.44	188.25	3.96	8.12	37.69	3.27
140.5 -19.5	0.20	1298.59	1428.09	1483.11	0.9824	2.78	8.53	42.15	2.43	182.19	3.92	8.15	37.71	3.32
141 -19.5	0.20	1298.37	1427.03	1482.68	0.9786	2.81	8.6	42.11	2.51	176.88	4.09	8.3	37.77	3.31
141.5 -19.5	0.20	1299.08	1427.23	1483.44	0.9897	2.78	8.62	42.11	2.49	171.44	4.1	8.38	37.71	3.33
142 -19.5	0.20	1298.19	1426.64	1483.98	0.9886	2.79	8.65	42.07	2.49	166.83	4.19	8.46	37.76	3.41
142.5 -19.5	0.20	1297.78	1425.74	1483.1	0.9623	2.74	8.64	42	2.49	161.36	4.2	8.43	37.81	3.4
143 -19.5	0.20	1298.96	1424.93	1483.09	0.9803	2.73	8.63	41.99	2.44	155.7	4.15	8.41	37.75	3.4
127.5 -20	0.20	1305.25	1440.74	1484.32	0.9809	2.66	8.1	42.01	2.25	201.49	4.06	8.33	37.6	3.36
128 -20	0.20	1304.58	1440.69	1483.73	0.962	2.63	8.08	42	2.26	201.85	4.02	8.3	37.58	3.36
128.5 -20	0.20	1305.68	1439.8	1483.68	0.9821	2.59	7.95	41.99	2.23	201.87	3.95	8.25	37.6	3.34
129 -20	0.20	1304.97	1439.46	1482.76	0.968	2.6	7.9	42.04	2.22	202.38	4.03	8.31	37.55	3.33
129.5 -20	0.20	1306.14	1437.38	1483.66	0.9653	2.6	7.81	42.1	2.22	202.23	4.06	8.32	37.49	3.35
130 -20	0.20	1306.84	1436.22	1483.12	0.9835	2.6	7.72	42.11	2.18	202.86	4.09	8.34	37.45	3.35
130.5 -20	0.20	1306.1	1435.33	1481.68	0.9659	2.62	7.64	42.16	2.14	203.86	4.14	8.4	37.43	3.36
131 -20	0.20	1305.68	1433.58	1480.49	0.9667	2.72	7.65	42.17	2.16	205.23	4.22	8.57	37.38	3.37
131.5 -20	0.20	1305.55	1434.23	1479.19	0.9678	2.59	7.46	42.23	2.07	206.91	4.15	8.45	37.37	3.35
132 -20	0.20	1307.09	1432.81	1477.76	0.9628	2.66	7.56	42.2	2.13	209.8	4.2	8.51	37.48	3.35
132.5 -20	0.20	1305.47	1430.01	1477.38	0.9934	2.78	7.69	42.22	2.28	212.77	4.29	8.59	37.42	3.4
133 -20	0.20	1302.87	1428.78	1477.45	0.9873	2.75	7.65	42.32	2.28	215.3	4.22	8.49	37.5	3.36
133.5 -20	0.20	1301.82	1428.89	1476.53	0.9903	2.81	7.68	42.33	2.34	217.12	4.18	8.43	37.5	3.37
134 -20	0.20	1300.32	1426.81	1476.89	0.9809	2.79	7.63	42.36	2.4	218.07	4.12	8.28	37.45	3.39
134.5 -20	0.20	1301.44	1426.32	1479.13	0.9901	2.71	7.67	42.33	2.43	217.27	3.99	8.18	37.49	3.35
135 -20	0.20	1300.83	1425.29	1479.65	0.977	2.85	7.97	42.27	2.47	217.22	4.17	8.35	37.46	3.38
135.5 -20	0.20	1301.08	1423.23	1478.87	0.9729	2.86	8.15	42.22	2.47	215.68	4.22	8.38	37.47	3.4
136 -20	0.20	1301.17	1421.94	1478.46	0.9622	2.84	8.23	42.12	2.42	212.06	4.24	8.38	37.46	3.35
136.5 -20	0.20	1300.71	1421.22	1477.73	0.9687	2.79	8.29	42.06	2.42	207.41	4.23	8.36	37.48	3.31
137 -20	0.20	1299.18	1422.47	1476.09	0.9594	2.8	8.32	42.03	2.39	204.66	4.17	8.26	37.43	3.29
137.5 -20	0.20	1298.85	1422.04	1476.87	0.9688	2.78	8.34	42.1	2.41	202.35	4.13	8.21	37.48	3.31
138 -20	0.20	1300.24	1422.62	1478.27	0.9608	2.78	8.43	42.11	2.51	200.62	4.13	8.24	37.54	3.31
138.5 -20	0.20	1299.58	1423.3	1479.61	0.9589	2.78	8.47	42.16	2.54	198.43	4.13	8.26	37.53	3.33
139 -20	0.20	1299.1	1426.28	1479.86	0.9724	2.87	8.59	42.1	2.59	195.97	4.18	8.38	37.54	3.38
139.5 -20	0.20	1298.78	1426.99	1481.36	0.9857	2.84	8.55	42.19	2.52	192.47	4.09	8.25	37.64	3.3
140 -20	0.20	1298.65	1426.53	1481.34	0.9593	2.82	8.58	42.24	2.51	188.35	4.05	8.23	37.68	3.29
140.5 -20	0.20	1299.6	1426.24	1482.82	0.9749	2.79	8.57	42.22	2.52	182.99	4.02	8.21	37.67	3.35
141 -20	0.20	1298.57	1427.14	1484.21	0.9911	2.8	8.62	42.1	2.55	178.31	4.07	8.31	37.66	3.34
141.5 -20	0.20	1298.93	1426.42	1484.5	0.9811	2.81	8.65	42.1	2.54	173.37	4.16	8.43	37.68	3.37
142 -20	0.20	1297.91	1426.66	1484.65	0.9682	2.8	8.69	42.07	2.55	168.87	4.22	8.5	37.75	3.42
142.5 -20	0.20	1298.4	1426.07	1483.87	0.9639	2.77	8.63	42.01	2.5	163.44	4.2	8.5	37.76	3.41
143 -20	0.20	1298.62	1425.86	1483.54	0.9877	2.77	8.63	41.95	2.48	158.99	4.19	8.45	37.74	3.42
127.5 -20.5	0.20	1305.97	1442.11	1483.62	0.9851	2.64	8.11	42.04	2.25	201.31	4.04	8.35	37.63	3.36
128 -20.5	0.20	1306.46	1442.19	1484.01	0.968	2.62	8.03	42.02	2.21	201.77	4.02	8.32	37.6	3.34
128.5 -20.5	0.20	1305.92	1440.46	1483.18	0.97	2.63	8	42.03	2.24	202.11	4.06	8.37	37.55	3.36
129 -20.5	0.20	1306.12	1438.71	1484.26	0.9595	2.57	7.89	42.05	2.24	202.1	4.04	8.33	37.55	3.34
129.5 -20.5	0.20	1306.61	1438.85	1483.46	0.9802	2.62	7.84	42.09	2.2	202.42	4.09	8.36	37.54	3.36
130 -20.5	0.20	1306.71	1437.58	1482.9	0.9672	2.59	7.7	42.14	2.16	203.17	4.07	8.35	37.5	3.37
130.5 -20.5	0.20	1307.08	1436.41	1482	0.9716	2.65	7.73	42.16	2.2	203.59	4.15	8.46	37.47	3.39
131 -20.5	0.20	1307.24	1435.35	1481.37	0.9607	2.64	7.61	42.18	2.14	205.32	4.14	8.44	37.47	3.39
131.5 -20.5	0.20	1306.88	1433.49	1479.61	0.9612	2.7	7.56	42.23	2.17	207.93	4.18	8.5	37.4	3.39
132 -20.5	0.20	1305.82	1434.04	1478.16	0.9694	2.73	7.62	42.18	2.23	210.63	4.25	8.54	37.44	3.36
132.5 -20.5	0.20	1304.81	1431.04	1477.58	0.9651	2.78	7.69	42.24	2.3	213.78	4.27	8.56	37.44	3.33
133 -20.5	0.20	1303.62	1429	1475.86	0.9585	2.8	7.7	42.33	2.36	216.34	4.24	8.52	37.41	3.37
133.5 -20.5	0.20	1302.72	1428.34	1477.07	0.9725	2.8	7.69	42.3	2.41	218.37	4.21	8.49	37.46	3.4
134 -20.5	0.20	1301.3	1427.27	1476.97	0.9715	2.78	7.62	42.28	2.43	218.98	4.11	8.34	37.48	3.38
134.5 -20.5	0.20	1301.23	1426.85	1477.7	0.968	2.8	7.74	42.28	2.43	218.92	4.16	8.34	37.48	3.37
135 -20.5	0.20	1301.78	1425.19	1477.73	0.9682	2.79	7.86	42.27	2.43	217.74	4.15	8.32	37.45	3.33
135.5 -20.5	0.20	1300.78	1424.77	1479.81	0.9823	2.8	8	42.18	2.42	216.03	4.2	8.36	37.43	3.33
136 -20.5	0.20	1299.66	1422.85	1478.69	0.9782	2.8	8.13	42.1	2.43	212.58	4.25	8.39	37.42	3.36
136.5 -20.5	0.20	1300.8	1422.36	1477.53	0.9594	2.8	8.26	42.01	2.44	208.12	4.23	8.38	37.42	3.35
137 -20.5	0.20	1298.36	1421.81	1478.37	0.9571	2.77	8.24	42.07	2.44	204.38	4.15	8.26	37.43	3.26
137.5 -20.5	0.20	1299.48	1422.63	1478.03	0.9751	2.73	8.32	42.06	2.48	202.48	4.17	8.26	37.47	3.28
138 -20.5	0.20	1301.01	1422.79	1479.25	0.977	2.78	8.46	42.04	2.49	200.58	4.15	8.32	37.48	3.3
138.5 -20.5	0.20	1300.13	1424.83	1480.21	0.9629	2.79	8.51	42.04	2.51	198.34	4.14	8.34	37.5	3.34
139 -20.5	0.20	1298.56	1425.29	1480.43	0.9641	2.82	8.59	42.05	2.55	196.23	4.17	8.34	37.5	3.36
139.5 -20.5	0.20	1298.62	1428.04	1480.58	0.9916	2.85	8.7	42.08	2.58	192.44	4.26	8.42	37.5	3.37
140 -20.5	0.20	1298.59	1427.67	1484.18	0.9597	2.83	8.71	42.14	2.6	188.14	4.2	8.35	37.59	3.35
140.5 -20.5	0.20	1299.91	1426.2	1483.97	0.9749	2.85	8.69	42.06	2.59	184.29	4.17	8.36	37.6	3.39
141 -20.5	0.20	1298.63	1425.7	1484.98	0.9806	2.82	8.71	42.11	2.62	178.99	4.15	8.36	37.63	3.36
141.5 -20.5	0.20	1297.26	1426.86	1484.26	0.976	2.83	8.72	42.06	2.57	174.28	4.14	8.41	37.72	3.37
142 -20.5	0.20	1298.27	1426.82	1484.48	0.9672	2.81	8.65	42.02	2.55	169.33	4.19	8.48	37.7	3.35
142.5 -20.5	0.20	1298.15	1426.14	1484.43	0.9865	2.8	8.66	41.98	2.51	164.44	4.22	8.54	37.65	3.37
143 -20.5	0.20	1298.84	1426.17	1485.24	0.9808	2.81	8.64	41.94	2.52	160.38	4.24	8.57	37.65	3.42
127.5 -21	0.20	1306.59	1443.05	1483.67	0.9798	2.64	8.11	42.03	2.24	202.56	4.02	8.35	37.61	3.35
128 -21	0.20	1307.2	1442.78	1483.77	0.9727	2.66	8.07	41.97	2.26	202.61	4.06	8.37	37.6	3.37
128.5 -21	0.20	1306.53	1442.64	1486.26	0.9855	2.63	8.02	42.04	2.25	202.88	4.07	8.37	37.63	3.38
129 -21	0.20	1306.76	1441.84	1485.69	0.9788	2.64	8.02	42.03	2.24	202.91	4.13	8.41	37.57	3.4
129.5 -21	0.20	1307.5	1441.01	1484.2	0.9776	2.62	7.86	42.1	2.2	202.65	4.1	8.36	37.57	3.39
130 -21	0.20	1308.53	1440.48	1484.04	0.9799	2.66	7.79	42.18	2.21	203.46	4.1	8.39	37.58	3.39
130.5 -21	0.20	1307.94	1439.32	1483.7	0.9785	2.66	7.73	42.23	2.17	204.22	4.13	8.45	37.52	3.4
131 -21	0.20	1308.25	1438.01	1481.19	0.9634	2.7	7.73	42.19	2.17	205.31	4.18	8.49	37.45	3.39
131.5 -21	0.20	1307.41	1436.65	1479.68	0.9609	2.66	7.65	42.21	2.22	207.9	4.17	8.45	37.42	3.37
132 -21	0.20	1307.29	1435.08	1478.58	0.973	2.73	7.67	42.17	2.29	211.18	4.22	8.5	37.4	3.4
132.5 -21	0.20	1306.37	1434.01	1478.3	0.9792	2.79	7.73	42.19	2.36	214.62	4.26	8.52	37.39	3.34
133 -21	0.20	1305.18	1430.89	1477.76	0.959	2.78	7.72	42.22	2.4	217.19	4.24	8.51	37.4	3.37
133.5 -21	0.20	1302.7	1428.86	1476.62	0.9723	2.79	7.74	42.17	2.42	218.92	4.23	8.48	37.46	3.4
134 -21	0.20	1300.81	1428.36	1475.17	0.9658	2.78	7.74	42.19	2.45	219.8	4.2	8.42	37.45	3.37
134.5 -21	0.20	1299.93	1427.06	1476.5	0.9702	2.83	7.78	42.21	2.46	219.37	4.19	8.36	37.44	3.36
135 -21	0.20	1299.98	1425.76	1478.36	0.9658	2.74	7.76	42.21	2.39	218.32	4.16	8.28	37.46	3.33
135.5 -21	0.20	1299.78	1425.21	1478.87	0.9877	2.76	7.9	42.16	2.38	216.16	4.17	8.32	37.43	3.34
136 -21	0.20	1299.67	1424.85	1479.12	0.9666	2.76	8.11	42.1	2.42	213.33	4.26	8.41	37.43	3.33
136.5 -21	0.20	1298.11	1424.08	1479.13	0.9588	2.78	8.2	42.03	2.41	209.34	4.23	8.41	37.4	3.35
137 -21	0.20	1300.27	1423.47	1478.66	0.9618	2.72	8.19	42.06	2.41	205.91	4.14	8.3	37.39	3.32
137.5 -21	0.20	1302.11	1423.12	1479.16	0.9608	2.75	8.31	42.07	2.42	203.69	4.18	8.32	37.4	3.27
138 -21	0.20	1301.36	1423.71	1480.81	0.9656	2.76	8.48	41.95	2.49	200.62	4.2	8.38	37.44	3.32
138.5 -21	0.20	1300.36	1426.04	1481.68	0.9796	2.76	8.57	41.95	2.52	197.76	4.18	8.39	37.45	3.34
139 -21	0.20	1300.51	1426.04	1480.94	0.9726	2.79	8.61	41.93	2.53	195.49	4.16	8.34	37.46	3.33
139.5 -21	0.20	1298.66	1426.9	1481.99	0.9815	2.79	8.69	41.97	2.56	192.12	4.13	8.35	37.51	3.37
140 -21	0.20	1295.56	1428.07	1484.3	0.9936	2.8	8.73	42.04	2.59	188.75	4.09	8.35	37.63	3.43
140.5 -21	0.20	1298.69	1426.33	1486.47	0.9886	2.8	8.75	42.03	2.6	184.51	4.11	8.36	37.67	3.45
141 -21	0.20	1300.02	1425.67	1485.45	0.9676	2.84	8.7	42.05	2.57	179.44	4.06	8.39	37.65	3.36
141.5 -21	0.20	1297.83	1426.89	1485.81	0.9817	2.8	8.67	42.08	2.54	173.9	4.05	8.37	37.72	3.33
142 -21	0.20	1298.58	1426.2	1484.69	0.969	2.77	8.66	42.05	2.52	168.83	4.11	8.41	37.67	3.37
142.5 -21	0.20	1299.04	1426.92	1484.65	0.9914	2.79	8.64	41.92	2.52	163.72	4.18	8.51	37.59	3.39
143 -21	0.20	1299.02	1427.42	1485.65	0.9733	2.8	8.65	41.89	2.54	159.12	4.22	8.57	37.54	3.41
127.5 -21.5	0.20	1306.62	1444.93	1484.07	0.9805	2.68	8.14	41.99	2.29	204.92	4.04	8.39	37.65	3.38
128 -21.5	0.20	1306.94	1446.29	1485.18	0.9722	2.68	8.12	42.02	2.26	204.86	4.02	8.39	37.67	3.36
128.5 -21.5	0.20	1307.73	1445.16	1486.53	0.9831	2.63	8.07	42	2.26	204.26	4.05	8.36	37.66	3.38
129 -21.5	0.20	1308.47	1444.01	1486.51	0.9791	2.64	8.02	42.04	2.24	204.51	4.1	8.39	37.62	3.41
129.5 -21.5	0.20	1308.51	1443.86	1484.81	0.9806	2.68	8	42.07	2.23	204.27	4.11	8.41	37.58	3.43
130 -21.5	0.20	1307.98	1442.38	1484.39	0.9669	2.7	7.94	42.1	2.2	204.76	4.18	8.47	37.53	3.44
130.5 -21.5	0.20	1308.39	1440.92	1483.95	0.9883	2.75	7.89	42.19	2.23	206.07	4.22	8.54	37.49	3.42
131 -21.5	0.20	1307.9	1439.07	1481.03	0.9823	2.76	7.85	42.13	2.21	207.57	4.22	8.58	37.49	3.41
131.5 -21.5	0.20	1307.24	1437.72	1479.1	0.9777	2.73	7.79	42.18	2.29	210.35	4.25	8.55	37.45	3.37
132 -21.5	0.20	1306.12	1437.63	1478.22	0.9849	2.72	7.7	42.17	2.34	213.2	4.2	8.5	37.45	3.35
132.5 -21.5	0.20	1306.61	1434.63	1478.97	0.9676	2.73	7.79	42.2	2.42	216.01	4.25	8.57	37.4	3.39
