AK135-15-SKS
449
0	5.8
15	5.8
20	5.8
20	6.5
35	6.5
35	8.04
49.826	8.0417
63.663	8.0434
77.5	8.045
92.326	8.0467
107.151	8.0485
122	8.0556
137	8.0972
152	8.1389
167	8.1806
182	8.2222
197	8.2639
210	8.3
210	8.3
225	8.3547
240	8.4095
255	8.4642
270	8.519
285	8.5737
300	8.6285
315	8.6833
330	8.738
345	8.7928
360	8.8475
375	8.9023
390	8.957
405	9.0118
410	9.03
410	9.36
425	9.4104
440	9.4608
455	9.5112
470	9.5616
485	9.612
500	9.6624
515	9.7128
530	9.7632
545	9.8136
560	9.864
575	9.9144
590	9.9648
605	10.0152
620	10.0656
635	10.116
650	10.1664
660	10.2
660	10.79
675	10.8299
690	10.8697
705	10.9096
720	10.9495
735	10.9894
750	11.0292
764.95	11.0638
778.81	11.086
792.67	11.1083
806.53	11.1305
821.38	11.1561
836.23	11.1822
851.08	11.2082
865.93	11.234
879.79	11.2577
893.65	11.2814
907.51	11.3051
922.36	11.33
937.21	11.3548
952.06	11.3797
966.91	11.4042
980.77	11.4268
994.63	11.4495
1009.48	11.4737
1024.33	11.4974
1039.18	11.5211
1054.03	11.5448
1068.88	11.5681
1082.74	11.5897
1096.6	11.6114
1111.45	11.6345
1126.3	11.6572
1141.15	11.6799
1156	11.7026
1170.85	11.7248
1184.71	11.7455
1198.57	11.7662
1213.42	11.7882
1228.27	11.8099
1243.12	11.8317
1257.97	11.8534
1271.83	11.8732
1285.69	11.8931
1299.55	11.9129
1314.4	11.9339
1329.25	11.9548
1344.1	11.9756
1358.95	11.9963
1372.81	12.0154
1386.67	12.0345
1400.53	12.0536
1415.38	12.0737
1430.23	12.0938
1445.08	12.1138
1459.93	12.1338
1473.79	12.1525
1487.65	12.1712
1501.51	12.1899
1516.36	12.2091
1531.21	12.2282
1546.06	12.2473
1560.91	12.2664
1574.77	12.2842
1588.63	12.302
1603.48	12.321
1618.33	12.3401
1633.18	12.3591
1648.03	12.3781
1662.88	12.3965
1676.74	12.4135
1690.6	12.4305
1705.45	12.4487
1720.3	12.4668
1735.15	12.485
1750	12.5031
1764.85	12.5211
1778.71	12.5379
1792.57	12.5547
1807.42	12.5725
1822.27	12.5902
1837.12	12.6079
1851.97	12.6256
1865.83	12.6419
1879.69	12.6582
1893.55	12.6746
1908.4	12.692
1923.25	12.7093
1938.1	12.7266
1952.95	12.7439
1966.81	12.76
1980.67	12.7761
1994.53	12.7922
2009.38	12.8093
2024.23	12.8264
2039.08	12.8435
2053.93	12.8606
2067.79	12.8765
2081.65	12.8925
2095.51	12.9085
2110.36	12.9256
2125.21	12.9428
2140.06	12.9599
2154.91	12.9768
2168.77	12.9923
2182.63	13.0078
2197.48	13.0244
2212.33	13.0413
2227.18	13.0581
2242.03	13.0749
2256.88	13.0916
2270.74	13.1071
2284.6	13.1225
2299.45	13.1392
2314.3	13.1559
2329.15	13.1727
2344	13.1894
2358.85	13.2065
2372.71	13.2225
2386.57	13.2385
2401.42	13.2553
2416.27	13.2719
2431.12	13.2885
2445.97	13.3052
2459.83	13.3211
2473.69	13.337
2487.55	13.3528
2502.4	13.3699
2517.25	13.387
2532.1	13.4042
2546.95	13.4214
2560.81	13.4378
2574.67	13.4542
2588.53	13.4706
2603.377	13.4881
