  8064    10.00   862.75
  8847    10.00   986.09
  9375    10.00  1031.51
  8461    10.00   882.04
  9387    10.00   875.68
  7661     0.70   684.87
  7775     0.70   765.29
  7911     0.70   750.36
  8169     0.70   809.02
  8436     0.70   831.89
  8598     0.70   774.75
  9249     0.70   865.29
  9375     0.70   880.91
  9376     0.70   880.55
  10176     0.70   957.84
  10296     0.70   987.05
  10297     0.70   986.47
  7661    10.10   694.97
  8461    10.10   774.05
  8846    10.00   839.36
  8463    10.00   767.82
  8847    10.00   853.65
  9375    10.00   900.35
  4024633    10.00   895.06
  8847    10.00   885.39
  9376    10.00   933.26
  8459    10.00   829.16
  8847    10.00   915.06
  9110    10.00   871.93
  9113    10.00   864.08
  9114    10.00   861.63
  9242    10.00   879.30
  9244    10.00   882.28
  9245    10.00   871.67
  9247    10.00   866.27
  9248    10.00   862.21
  9375    10.00   893.24
  9377    10.00   882.67
  9378    10.00   885.04
  9379    10.00   880.65
  9507    10.00   911.43
  9508    10.00   901.46
  9510    10.00   895.98
  9511    10.00   894.99
  9640    10.00   917.32
  9641    10.00   907.25
  9642    10.00   911.45
  9643    10.00   907.80
  9775    10.00   917.43
  7139    10.00   610.78
  7410    10.00   617.24
  7541    10.00   634.18
  7661    10.00   690.36
  7816    10.00   675.13
  7917    10.00   754.82
  8067    10.00   710.89
  8073    10.00   691.32
  8201    10.00   721.57
  8332    10.00   730.44
  8333    10.00   728.85
  8461    10.00   760.32
  8464    10.00   744.26
  9119    10.00   847.57
  9120    10.00   836.83
  9143    10.00   830.17
  9375    10.00   884.24
  9387    10.00   853.81
  9649    10.00   885.17
  9898    10.00   962.30
  10176    10.00   946.53
  10296    10.00   992.03
  10815    10.00  1078.48
  11341    10.00  1132.43
  11617    10.00  1117.27
  11743    10.00  1146.19
  11872    10.00  1168.73
  4024633    10.00   906.76
  8847    10.00   844.26
  7541    10.00   650.73
  7799    10.00   710.27
  7803    10.00   700.79
  8461    10.00   779.48
  8462    10.00   769.11
  9112    10.00   835.28
  9115    10.00   826.91
  9116    10.00   824.97
  9242    10.00   847.06
  9243    10.00   838.26
  9244    10.00   841.51
  9245    10.00   834.20
  9247    10.00   828.17
  9248    10.00   840.62
  9249    10.00   832.36
  9375    10.00   860.07
  9376    10.00   854.77
  9379    10.00   849.04
  9380    10.00   848.03
  9506    10.00   875.73
  9507    10.00   874.30
  9509    10.00   867.86
  9510    10.00   866.80
  9511    10.00   870.00
  9513    10.00   859.96
  9514    10.00   858.77
  9639    10.00   881.43
  9640    10.00   887.28
  9641    10.00   876.42
  9642    10.00   888.26
  9643    10.00   885.99
  7010    10.00   568.24
  8461    10.00   741.65
  8598    12.10   736.42
  8709    12.10   818.03
  8847    10.00   818.38
  9249    10.00   842.09
  9375    10.00   866.44
  9649    10.00   867.47
  9243    10.00   867.48
  9378    10.00   871.23
  9509    10.00   877.51
  9640    10.00   901.98
  7139    10.00   569.52
  7410    10.00   582.44
  8461    10.00   723.76
  8853    10.00   775.19
  9251    10.00   812.79
  9375    10.00   844.96
  7773    10.00   764.72
  7917    10.00   716.33
  8436    10.00   823.01
  8709    10.00   798.30
  8732    10.00   743.80
  8847    10.00   797.11
  9097    10.00   885.30
  9229    10.00   887.10
  9249    10.00   828.36
  9375    10.00   850.80
  9387    10.00   825.73
  9898    10.00   928.50
  10296    10.00   959.69
  10297    10.00   958.00
  11341    10.00  1100.77
  11617    10.00  1088.19
  12123    10.00  1214.12
  12642    10.00  1295.42
  4023997    10.00   466.49
  8847    10.00   772.37
