AK135-15-SKS
449
0	3.46
15	3.46
20	3.46
20	3.85
35	3.85
35	4.48
49.826	4.4835
63.663	4.4867
77.5	4.49
92.326	4.4935
107.151	4.497
122	4.5004
137	4.5034
152	4.5064
167	4.5094
182	4.5124
197	4.5154
210	4.518
210	4.523
225	4.5488
240	4.5746
255	4.6004
270	4.6264
285	4.6525
300	4.6786
315	4.7047
330	4.7308
345	4.7569
360	4.783
375	4.8091
390	4.8352
405	4.8613
410	4.87
410	5.08
425	5.1118
440	5.1436
455	5.1754
470	5.2072
485	5.239
500	5.2708
515	5.3026
530	5.3344
545	5.3662
560	5.398
575	5.4298
590	5.4616
605	5.4934
620	5.5252
635	5.557
650	5.5888
660	5.61
660	5.96
675	5.9989
690	6.0378
705	6.0767
720	6.1137
735	6.1496
750	6.1855
764.95	6.2128
778.81	6.2221
792.67	6.2313
806.53	6.2406
821.38	6.2515
836.23	6.2627
851.08	6.2738
865.93	6.2849
879.79	6.295
893.65	6.3051
907.51	6.3153
922.36	6.3259
937.21	6.3364
952.06	6.347
966.91	6.3574
980.77	6.3669
994.63	6.3765
1009.48	6.3867
1024.33	6.3967
1039.18	6.4067
1054.03	6.4167
1068.88	6.4265
1082.74	6.4355
1096.6	6.4445
1111.45	6.4542
1126.3	6.4637
1141.15	6.4733
1156	6.4828
1170.85	6.4921
1184.71	6.5008
1198.57	6.5095
1213.42	6.5186
1228.27	6.5276
1243.12	6.5367
1257.97	6.5456
1271.83	6.5537
1285.69	6.5618
1299.55	6.5698
1314.4	6.5783
1329.25	6.5868
1344.1	6.5952
1358.95	6.6036
1372.81	6.6113
1386.67	6.6191
1400.53	6.6268
1415.38	6.635
1430.23	6.6431
1445.08	6.6512
1459.93	6.6591
1473.79	6.6664
1487.65	6.6737
1501.51	6.681
1516.36	6.6887
1531.21	6.6965
1546.06	6.7042
1560.91	6.7119
1574.77	6.7189
1588.63	6.726
1603.48	6.7336
1618.33	6.741
1633.18	6.7484
1648.03	6.7558
1662.88	6.7631
1676.74	6.7699
1690.6	6.7767
1705.45	6.7839
1720.3	6.791
1735.15	6.7981
1750	6.8052
1764.85	6.8122
1778.71	6.8188
1792.57	6.8253
1807.42	6.8323
1822.27	6.8391
1837.12	6.846
1851.97	6.8529
1865.83	6.8592
1879.69	6.8656
1893.55	6.8719
1908.4	6.8788
1923.25	6.8857
1938.1	6.8926
1952.95	6.8994
1966.81	6.9056
1980.67	6.9119
1994.53	6.9181
2009.38	6.9248
2024.23	6.9315
2039.08	6.9382
2053.93	6.9447
2067.79	6.9506
2081.65	6.9564
2095.51	6.9623
2110.36	6.9691
2125.21	6.9759
2140.06	6.9828
2154.91	6.9892
2168.77	6.9951
2182.63	7.0009
2197.48	7.0072
2212.33	7.0137
2227.18	7.0203
2242.03	7.0268
2256.88	7.0334
2270.74	7.0395
2284.6	7.0456
2299.45	7.0522
2314.3	7.0588
2329.15	7.0654
2344	7.072
2358.85	7.0783
2372.71	7.0842
2386.57	7.0901
2401.42	7.0965
2416.27	7.1029
2431.12	7.1093
2445.97	7.1157
2459.83	7.122
2473.69	7.1283
2487.55	7.1347
2502.4	7.1412
2517.25	7.1477
2532.1	7.1543
2546.95	7.1608
2560.81	7.167
2574.67	7.1732
2588.53	7.1794
2603.377	7.1862
2618.225	7.193
2633.072	7.1999
2648	7.2067
2663	7.2135
2678	7.2204
2693	7.2272
2708	7.2342
2723	7.2411
2738	7.2481
2740	7.249
2754.901	7.2522
2768.809	7.2552
2782.716	7.2582
2796.622	7.2612
2810.527	7.2642
2825.425	7.2674
2840.333	7.2706
2855.382	7.2737
2870.431	7.2768
2885.48	7.2799
2891.5	7.2811
2906.447	0
2921.394	0
2936.341	0
2951.409	0
2965.502	0
2979.594	0
2993.686	0
3007.779	0
3021.871	0
3035.964	0
3050.056	0
3065.155	0
3080.254	0
3095.354	0
3110.456	0
3124.551	0
3138.646	0
3152.739	0
3166.832	0
3180.924	0
3195.016	0
3210.115	0
3225.214	0
3240.313	0
3255.412	0
3269.505	0
3283.597	0
3297.69	0
3311.782	0
3325.875	0
3339.967	0
3354.059	0
3369.158	0
3384.257	0
3399.356	0
3414.455	0
3428.548	0
3442.64	0
3456.732	0
3470.825	0
3484.917	0
3499.01	0
3514.109	0
3529.208	0
3544.307	0
3559.409	0
3573.504	0
3587.599	0
3601.693	0
3615.785	0
3629.878	0
3643.97	0
3658.062	0
3673.161	0
3688.26	0
3703.359	0
3718.458	0
3732.551	0
3746.643	0
3760.736	0
3774.828	0
3788.92	0
3803.013	0
3818.112	0
