AK135-15-SKS
449
3833.211	0
3848.31	0
3863.409	0
3877.501	0
3891.594	0
3905.686	0
3919.778	0
3933.871	0
3947.963	0
3962.056	0
3977.155	0
3992.254	0
4007.355	0
4022.457	0
4036.552	0
4050.646	0
4064.739	0
4078.831	0
4092.924	0
4107.016	0
4122.115	0
4137.214	0
4152.313	0
4167.412	0
4181.504	0
4195.597	0
4209.689	0
4223.782	0
4237.874	0
4251.966	0
4266.059	0
4281.158	0
4296.257	0
4311.356	0
4326.455	0
4340.547	0
4354.64	0
4368.732	0
4382.824	0
4396.917	0
4411.009	0
4426.108	0
4441.207	0
4456.308	0
4471.41	0
4485.505	0
4499.6	0
4513.692	0
4527.785	0
4541.877	0
4555.97	0
4570.062	0
4585.161	0
4600.26	0
4615.359	0
4630.458	0
4644.55	0
4658.643	0
4672.735	0
4686.828	0
4700.92	0
4714.873	0
4728.826	0
4742.779	0
4756.731	0
4770.685	0
4784.637	0
4798.59	0
4812.653	0
4826.745	0
4840.837	0
4854.93	0
4869.022	0
4884.121	0
4899.22	0
4914.322	0
4929.424	0
4943.519	0
4957.613	0
4971.706	0
4985.798	0
4999.89	0
5013.982	0
5028.075	0
5043.174	0
5058.273	0
5073.372	0
5088.471	0
5102.563	0
5116.552	0
5130.532	0
5144.513	0
5153.5	0
5153.5	3.5043
5167.53	3.5083
5181.561	3.5122
5195.591	3.5162
5209.582	3.5199
5223.502	3.5234
5238.417	3.5272
5253.332	3.5309
5268.249	3.5345
5283.167	3.538
5298.084	3.5416
5313	3.5451
5327.915	3.5485
5341.835	3.5517
5355.756	3.5549
5369.676	3.5579
5383.597	3.5609
5397.517	3.5639
5412.432	3.5671
5427.346	3.5702
5442.261	3.5732
5457.176	3.5763
5472.093	3.5792
5487.011	3.5821
5501.928	3.585
5515.85	3.5877
5529.771	3.5902
5543.691	3.5928
5557.611	3.5953
5571.532	3.5977
5586.446	3.6003
5601.361	3.6029
5616.276	3.6054
5631.19	3.6078
5646.105	3.6102
5661.02	3.6126
5675.938	3.6148
5689.861	3.6169
5703.784	3.619
5717.765	3.621
5731.823	3.6229
5745.881	3.6247
5759.939	3.6266
5773.998	3.6285
5788.056	3.6304
5803.119	3.6324
5818.131	3.6343
5833.046	3.636
5847.961	3.6377
5861.881	3.6394
5875.804	3.6409
5889.727	3.6424
5903.65	3.6438
5917.573	3.6453
5932.488	3.6467
5947.402	3.6481
5962.317	3.6495
5977.232	3.6508
5992.146	3.652
6007.061	3.6533
6021.976	3.6544
6035.896	3.6555
6049.817	3.6565
6063.737	3.6575
6077.66	3.6584
6091.583	3.6592
6105.506	3.6601
6120.423	3.6609
6135.338	3.6617
6150.252	3.6624
6165.167	3.6632
6180.082	3.6638
6194.997	3.6644
6208.917	3.6649
6222.837	3.6654
6236.758	3.6658
6250.678	3.6662
6264.599	3.6666
6278.521	3.6668
6293.438	3.6671
6308.356	3.6673
6323.273	3.6675
6338.188	3.6676
6353.103	3.6677
6368.017	3.6678

