3350 8064 9.517239 1423690164 -179.290967 -65.582552 10 143.054595 -29.700271 0 870.364875 42.656356 2 0
3350 8847 4.731607 1423690164 -179.290967 -65.582552 10 133.96 -23.6812 0 989.198268 51.309054 2 0
3350 9375 0.251594 1423690164 -179.290967 -65.582552 10 134.351 -19.9421 0 1029.766065 54.637141 2 0
3479 8461 2.095012 1162361461 177.968181 -65.026116 10 144.235 -26.5827 0 881.958571 43.974285 2 0
3581 9387 2.100659 890828244 147.812103 -63.614098 10 146.254 -20.0878 0 874.432689 43.539135 2 0
3710 7661 0.99603 1186101674 145.403457 -63.038914 0.7 136.059 -32.809 0 680.519034 30.800506 2 0
3710 7775 3.925851 1186101674 145.403457 -63.038914 0.7 117.755 -31.5905 0 764.502168 36.000619 2 0
3710 7911 2.831202 1186101674 145.403457 -63.038914 0.7 121.882 -31.3658 0 748.312956 35.026031 2 0
3710 8169 2.884128 1186101674 145.403457 -63.038914 0.7 116.039 -29.0671 0 807.232698 38.885912 2 0
3710 8436 2.836375 1186101674 145.403457 -63.038914 0.7 118.615 -26.6369 0 829.952184 40.414127 2 0
3710 8598 3.099174 1186101674 145.403457 -63.038914 0.7 148.758 -26.4853 0 772.37062 36.620452 2 0
3710 9249 5.361696 1186101674 145.403457 -63.038914 0.7 139.605 -20.5572 0 864.904793 42.665665 2 0
3710 9375 6.28553 1186101674 145.403457 -63.038914 0.7 134.407 -19.9501 0 881.638882 43.741163 2 0
3710 9376 5.674726 1186101674 145.403457 -63.038914 0.7 134.541 -19.9592 0 880.658295 43.716471 2 0
3710 10176 1.368808 1186101674 145.403457 -63.038914 0.7 143.175 -13.9568 0 953.025838 49.10734 2 0
3710 10296 0.297989 1186101674 145.403457 -63.038914 0.7 131.13 -12.8462 0 981.154811 51.203094 2 0
3710 10297 0.59981 1186101674 145.403457 -63.038914 0.7 132.44 -12.7114 0 980.853517 51.161584 2 0
3715 7661 -9.201991 1198755868 150.393844 -63.086532 10.1 136.059 -32.809 0 682.891707 31.597643 2 0
3715 8461 -4.004799 1198755868 150.393844 -63.086532 10.1 144.235 -26.5827 0 766.907794 36.728266 2 0
3720 8846 0.781592 1238829582 155.424134 -62.695205 10 133.2872 -24.3875 0 837.374567 41.071025 2 0
3721 8463 5.593201 1397747210 156.127708 -62.974755 10 145.648944 -27.312823 0 770.344063 36.318424 2 0
3721 8847 5.015885 1397747210 156.127708 -62.974755 10 133.905 -23.6642 0 855.813082 42.028636 2 0
3721 9375 -3.559741 1496517454 156.244205 -62.643524 10 134.454 -19.9541 0 893.785956 45.236868 2 0
3721 4024633 7.059671 1496517454 156.244205 -62.643524 10 -2.838 -71.6702 0 901.928701 44.918563 2 0
3730 8847 6.165039 1311289303 165.363832 -62.520982 10 133.97 -23.6652 0 889.173284 44.204263 2 0
3730 9376 6.473005 1311289303 165.363832 -62.520982 10 134.515 -19.9572 0 937.050255 47.53309 2 0
3735 8459 -4.222024 1454261940 169.91407 -63.323866 10 141.782198 -27.305883 0 822.448408 40.385186 2 0
3735 8847 2.003396 1454261940 169.91407 -63.323866 10 133.898 -23.6772 0 914.898535 46.258785 2 0
3851 9110 0.138606 1507495731 153.938742 -62.476474 10 133.467484 -21.512865 0 869.134465 43.283041 2 0
3851 9113 -0.031602 1507495731 153.938742 -62.476474 10 136.012787 -21.522038 0 860.985211 42.74667 2 0
3851 9114 -0.100427 1507495731 153.938742 -62.476474 10 136.99231 -21.502054 0 858.418248 42.580035 2 0
3851 9242 0.173382 1507495731 153.938742 -62.476474 10 133.498795 -20.987762 0 876.48101 43.786664 2 0
3851 9244 -0.210267 1507495731 153.938742 -62.476474 10 134.59903 -20.538568 0 879.049261 43.990844 2 0
3851 9245 -0.840436 1507495731 153.938742 -62.476474 10 135.96843 -21.001078 0 867.741928 43.26478 2 0
3851 9247 0.759692 1507495731 153.938742 -62.476474 10 137.9944 -20.996269 0 863.847823 42.896284 2 0
3851 9248 1.8045 1531754313 153.624374 -62.318696 10 138.5103 -20.984919 0 860.792278 42.619117 2 0
